SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
minute	1	3151540	959	US	2007			
got a hunch	1	3967329	805	US	2010			
painting the corners	2	4744540	79	US	2012	the act of sending a social media message or an email to an attached person which can be read as either flirting or just friendly, hoping to elicit a reaction.	https://www.urbandictionary.com/define.php?term=painting%20the%20corners	flirting
size of antarctica	1	3967329	1160	US	2010			
as	1	5905224	332	US	2012			
money room	1	3967329	250	US	2010			
public spectacle	1	3967329	507	US	2010			
wake up	1	3967329	413	US	2010			
sham	1	5905224	357	US	2012			
cool	2	3179568	1794	UK	2006	all okay, great		fine
fucking	1	3179568	1151	UK	2006			
mate	2	3179568	896	UK	2006	friend, comrade		friend
mate	3	3179568	2061	UK	2006	friend, comrade		friend
fuck	1	3179568	848	UK	2006			
have a look	1	3179568	1365	UK	2006			
fucking	2	3179568	1165	UK	2006			
mum	1	3179568	316	UK	2006			
put the charge on	1	3179568	23	UK	2006			
be down	1	3179568	344	UK	2006			
yeah	1	3179568	2132	UK	2006			
skinhead	2	3179568	1002	UK	2006			
ferreting	3	3179568	511	UK	2006	searching, looking		searching
hunger strike	1	3472293	143	UK	2009			
rippers	1	3472293	1261	UK	2009			
the last straw	1	3472293	255	UK	2009			
eh	2	3472293	1014	UK	2009	right, yes, do you agree?		yes
gonna	1	3472293	131	UK	2009			
flesh between his teeth	1	3472293	312	UK	2009			
left some bits out	1	3472293	358	UK	2009			
shit	3	3472293	838	UK	2009	literally excrement, generally used as a generic swear word		feces
goosey	2	3670999	1189	UK	2010	goose		goose
flow	1	3670999	823	UK	2010			
shag	1	3670999	117	UK	2010			
spasticus	2	3670999	1705	UK	2010	offensive term for person with cerebral palsy		cerebral palsy
make love	1	3670999	403	UK	2010			
sort	1	5778643	958	UK	2013			
phased	1	5778643	1722	UK	2013			
yeah	3	5778643	1444	UK	2013	yes, agreed		yes
comfortable	1	5778643	1646	UK	2013			
lads	3	5778643	1290	UK	2013	boys, young men		boys
kid	2	6224678	967	UK	2014	child, young adult		child
wimp	2	6224678	1215	UK	2014	weak person, someone who gives in		weakling
who would have thought	1	6224678	590	UK	2014			
slammed	2	6224678	1339	UK	2014			
hard bit	1	6224678	173	UK	2014			
mates	3	6224678	1317	UK	2014	friends, comrades		friends
patronize	1	3967329	934	US	2010			
gonna	1	54446	474	US	2000			
man	1	3151540	453	US	2007			
using	1	54446	1081	US	2000			
doctor	1	3151540	297	US	2007			
attorney	1	5905224	626	US	2012			
boss	1	5905224	1015	US	2012			
gathering dust	1	5905224	152	US	2012			
damn it	1	3151540	425	US	2007			
shot	2	3967329	919	US	2010	in senses of a chance, attempt, a number	https://greensdictofslang.com/entry/hpxdajy	chance
feed	1	54446	1577	US	2000			
loan	1	3967329	1897	US	2010			
look	1	3967329	270	US	2010			
fly	1	54446	1171	US	2000			
kicked in	1	54446	954	US	2000			
road	1	54446	694	US	2000			
up to it	1	4744540	231	US	2012			
buddy	1	3967329	336	US	2010			
wanna	1	3151540	1329	US	2007			
punch	2	4744540	1382	US	2012	to give a failing grade.	https://greensdictofslang.com/entry/z6w3gga	hit
gonna	1	5905224	193	US	2012			
use them	1	4744540	529	US	2012			
dude	2	5905224	1016	US	2012	a man, a fellow; post 1980s, a person, irrespective of gender.	https://greensdictofslang.com/entry/kx5obny	man
engaged	1	3967329	1102	US	2010			
fucking	2	54446	735	US	2000	a general intensifier, e.g. fucking idiot.	https://greensdictofslang.com/entry/x57x77i	damn
roots	1	54446	1250	US	2000			
exclusive	2	4744540	327	US	2012	"the state of being in an unofficial relationship, or ""talking"", where both individuals agree to only get with one another. in other words, a relationship without a solid title but both partners agree to commit to each other to a certain degree."	https://www.urbandictionary.com/define.php?term=exclusive	committed
acid	1	54446	943	US	2000			
poor guy	1	4744540	440	US	2012			
million	1	3151540	1048	US	2007			
do	1	3151540	1257	US	2007			
melt	1	3967329	1165	US	2010			
screw	2	3967329	970	US	2010	euphemism for fuck. anyway you use it.	https://www.urbandictionary.com/define.php?term=screw	fuck
hold out	1	4744540	924	US	2012			
pro bono	1	4744540	1432	US	2012			
pussy	3	3151540	990	US	2007	not being not worthy of a real man in the topic sentence above.	https://greensdictofslang.com/entry/jvhi6ma	girl
go down	1	3151540	647	US	2007			
gonna come	1	5905224	1714	US	2012			
to the hilt	1	3967329	618	US	2010			
scout	1	4744540	812	US	2012			
charmer	2	3179568	840	UK	2006	someone who is charming, usually used sarcastically		charming
er	1	3179568	1043	UK	2006			
fucking	1	3179568	1664	UK	2006			
yous	1	3179568	1126	UK	2006			
brew	2	3179568	1069	UK	2006	drink, usually tea		tea
skinhead	1	3179568	1685	UK	2006			
gonna	2	3179568	925	UK	2006	going to, intending to		going to
in your nature	1	3472293	492	UK	2009			
yeah	1	3472293	1079	UK	2009			
burnt	1	3472293	1050	UK	2009			
yeah	3	3472293	678	UK	2009	yes. agreed.		yes
yeah	1	3670999	245	UK	2010			
chalice	1	3670999	1769	UK	2010			
eh	1	3670999	1432	UK	2010			
grin and bear it	1	3670999	1754	UK	2010			
wanna	2	3670999	218	UK	2010	want to		want to
gonna	3	3670999	114	UK	2010	going to, intend to		going to
trod	1	3670999	755	UK	2010			
jaded	1	3670999	979	UK	2010			
chap	3	3670999	93	UK	2010	man, male		man
same bracket	1	5778643	549	UK	2013			
you know	1	5778643	509	UK	2013			
geared	1	5778643	26	UK	2013			
we was	1	5778643	117	UK	2013			
gaffer	3	5778643	661	UK	2013	father, old man		father
mantle	1	5778643	170	UK	2013			
mate	1	5778643	654	UK	2013			
magic dust	1	5778643	612	UK	2013			
ripped	1	6224678	696	UK	2014			
hooks up with	1	6224678	58	UK	2014			
getting up there	1	4744540	111	US	2012			
cool	1	54446	1736	US	2000			
blood	2	4744540	1785	US	2012	a black person.	https://greensdictofslang.com/entry/77ngo7y	black
get with	1	3967329	1341	US	2010			
bar	1	5905224	1721	US	2012			
mad	1	3151540	1613	US	2007			
after all	1	5905224	845	US	2012			
yo	2	3967329	2348	US	2010	a young black man, especially one who deals drugs on the street.	https://greensdictofslang.com/entry/ax6ofza	black
out of his mind	2	3151540	937	US	2007	person is not in thinking in reality and does not know what is going on.	https://www.urbandictionary.com/define.php?term=out%20of%20his%20mind	crazy
spare	1	5905224	1226	US	2012			
kind	1	3151540	1014	US	2007			
frankly	1	3967329	2188	US	2010			
shut down	1	3967329	1176	US	2010			
piggybank	1	54446	1213	US	2000			
mystique	1	54446	851	US	2000			
problem	1	54446	1742	US	2000			
days	1	3967329	1446	US	2010			
over your head	1	4744540	904	US	2012			
man	1	3151540	877	US	2007			
beak	3	4744540	1281	US	2012	nose	https://greensdictofslang.com/entry/pvbfttq	nose
yeah	1	5905224	1834	US	2012			
drinking the same kool aid	1	3967329	601	US	2010			
snap to it	2	54446	580	US	2000	get to the task at hand quickly.		hurry
drink and drive	1	5905224	1284	US	2012			
kid's	1	4744540	91	US	2012			
cops	1	3151540	1757	US	2007			
stab	1	3151540	862	US	2007			
gentry	1	4744540	562	US	2012			
bag	1	3151540	665	US	2007			
frickin'	2	5905224	267	US	2012	fuck.	https://greensdictofslang.com/entry/a4usvqy	fuck
coup	1	4744540	41	US	2012			
chopped liver	3	5905224	520	US	2012	insignificance.		insignificance
birds	1	3967329	2175	US	2010			
conflicts	1	5905224	1308	US	2012			
crooks	1	3967329	1761	US	2010			
players	1	3967329	545	US	2010			
aw	1	3179568	701	UK	2006			
yeah	2	3179568	62	UK	2006	yes		yes
stuff	1	3179568	1505	UK	2006			
flaunted	1	3179568	1403	UK	2006			
rough	1	3179568	589	UK	2006			
fuck off	1	3179568	2217	UK	2006			
lol	3	3179568	639	UK	2006	lol out loud - acronym		laughs
cos	2	3179568	1131	UK	2006	because		because
all	1	3179568	950	UK	2006			
frigging	2	3179568	269	UK	2006			
lot	1	3472293	1077	UK	2009			
shut	1	3472293	658	UK	2009			
dirty	1	3472293	1226	UK	2009			
mate	2	3472293	1090	UK	2009	friend, comrade		friend
nutty	2	3670999	854	UK	2010	crazy, mentally ill		insane
strat	1	3670999	720	UK	2010			
ain't	1	3670999	1760	UK	2010			
lo and behold	1	3670999	665	UK	2010			
fucks	2	3670999	102	UK	2010	literally a reference to sex, in this context means interferes with		interferes
bloody	1	3670999	101	UK	2010			
oi	3	3670999	713	UK	2010	general greeting, attempt to get attention		hey
roadie	2	3670999	740	UK	2010			
sparkled	2	5778643	1169	UK	2013			
babes	1	5778643	503	UK	2013			
piss	2	5778643	1611	UK	2013	urinate		urinate
bouncer	1	5778643	611	UK	2013			
starter for three	1	5778643	1459	UK	2013			
lads	2	5778643	1685	UK	2013	boys		boys
kid	2	6224678	996	UK	2014	child, young person		child
kid	1	6224678	997	UK	2014			
a call	1	6224678	897	UK	2014			
uh	1	6224678	531	UK	2014			
get back on my feet	1	5905224	822	US	2012			
love	1	5905224	1769	US	2012			
stick up his ass	1	5905224	1200	US	2012			
light	2	3151540	864	US	2007	drugs or intoxicated.	https://greensdictofslang.com/entry/bh4aawq	drugs
mistakes	1	5905224	741	US	2012			
go away	1	3151540	544	US	2007			
cool	1	54446	1778	US	2000			
dinner	1	3967329	1011	US	2010			
guitarist	1	54446	727	US	2000			
fucking	3	54446	218	US	2000	an intensifier to emphasize or express strong emotions such as anger, frustration, excitement, or surprise.		intensifier
premium	1	54446	127	US	2000			
insane	1	3967329	2193	US	2010			
holding	1	3967329	463	US	2010			
plays tricks	1	5905224	1624	US	2012			
release me	1	4744540	146	US	2012			
get to bed on time	1	5905224	1289	US	2012			
chicks	1	4744540	505	US	2012			
fire	1	3967329	298	US	2010			
padding	1	54446	119	US	2000			
man	1	54446	633	US	2000			
going on	1	4744540	1736	US	2012			
had a shot	1	4744540	1553	US	2012			
link	1	3151540	1701	US	2007			
come between	1	5905224	1174	US	2012			
spend some time	1	4744540	378	US	2012			
sweet	2	54446	1383	US	2000	desirable, attractive, or appealing.	https://www.urbandictionary.com/define.php?term=sweet	desirable
in a minute	1	3151540	2152	US	2007			
tryout	1	4744540	1692	US	2012			
got	1	3151540	2094	US	2007			
over the top	2	3967329	1493	US	2010	an excessive or extreme degree, or to go beyond what is necessary or expected.		excessive
hardcore	2	3967329	1534	US	2010	describe something or someone that is extreme, intense, or dedicated to a particular activity or subculture.	https://www.urbandictionary.com/define.php?term=hardcore	extreme
handle	1	4744540	58	US	2012			
know	1	4744540	1326	US	2012			
faggot	3	3151540	923	US	2007	gay man		gay
hears	1	5905224	1409	US	2012			
running	1	3967329	2149	US	2010			
slack	1	3967329	989	US	2010			
on the clock	1	4744540	1488	US	2012			
‘cause	1	5905224	227	US	2012			
nah	2	3179568	974	UK	2006	no		no
shitty	3	3179568	718	UK	2006	literally referring to excrement but in this case means bad tea		bad
bloody hell	2	3179568	650	UK	2006			
gonna	2	3179568	69	UK	2006	going to		going to
bloody good	1	3179568	436	UK	2006			
nah	3	3179568	2119	UK	2006	no		no
shut	1	3179568	1191	UK	2006			
fucking	1	3179568	1222	UK	2006			
fuck's	1	3179568	1184	UK	2006			
gonna	3	3179568	1357	UK	2006	going to		going to
mister	2	3179568	11	UK	2006			
gonna	2	3179568	1920	UK	2006	going to		going to
gonna	2	3472293	349	UK	2009	going to		going to
king	1	3472293	1345	UK	2009			
pity	1	3472293	276	UK	2009			
lads	2	3472293	250	UK	2009	young men, young boys		boys
ripper	1	3472293	494	UK	2009			
motto	1	3670999	1538	UK	2010			
prick	3	3670999	769	UK	2010	refers to a penis		idiot
going down	1	3670999	1566	UK	2010			
fucking	1	3670999	800	UK	2010			
spastic	2	3670999	1577	UK	2010	a general derog., an incompetent	https://greensdictofslang.com/entry/wugfnyi	useless
lift the spirits	1	6224678	95	UK	2014			
nip out	2	6224678	77	UK	2014	to quickly visit		go
hard man	2	6224678	1217	UK	2014	violent /aggressive thug		violent
open up	1	3151540	2142	US	2007			
fucking	1	54446	1675	US	2000			
going	1	3967329	244	US	2010			
wanna start this	1	3151540	1567	US	2007			
on the line	1	3967329	423	US	2010			
out of your mind	2	3967329	499	US	2010	crazy, insane, or irrational.	https://www.urbandictionary.com/define.php?term=out%20of%20your%20mind	crazy
unborn	1	5905224	1761	US	2012			
gold digger	3	5905224	1354	US	2012	a person, typically a woman, who forms a romantic relationship with a wealthy person, usually for financial gain.		opportunist
school	1	3151540	457	US	2007			
dumpster	1	5905224	192	US	2012			
minute	1	5905224	1300	US	2012			
old college	1	3151540	1876	US	2007			
arrow	1	3151540	849	US	2007			
stuck	1	3967329	291	US	2010			
headlights	1	54446	1036	US	2000			
count	1	54446	1652	US	2000			
wall street guy	1	3967329	1884	US	2010			
buddy	1	5905224	1800	US	2012			
waste time	1	4744540	180	US	2012			
pretty little baby	3	4744540	1236	US	2012	a young woman who is attractive, possibly naive or inexperienced.		babe
fusion	1	3967329	2270	US	2010			
around	1	54446	453	US	2000			
excuse	1	54446	547	US	2000			
living out of suitcases	1	4744540	1590	US	2012			
slider	1	4744540	280	US	2012			
sure as shit	1	5905224	1758	US	2012			
mister	1	54446	1183	US	2000			
redo	1	3151540	2082	US	2007			
small talk	1	3151540	485	US	2007			
curve	2	4744540	1378	US	2012	a type of pitch in baseball that is difficult to hit because of its unpredictable movement.		pitch
shrink	1	3151540	313	US	2007			
hell	1	3151540	1938	US	2007			
passing of time	1	3967329	2351	US	2010			
spitting	2	3967329	1617	US	2010	to throw out or emit		dispensing
makes his living on the corners	1	4744540	344	US	2012			
on my ass	1	3967329	928	US	2010			
freakin'	2	5905224	1341	US	2012	euphemism for fucking; as infix	https://greensdictofslang.com/entry/jdlmfri	damn
q and a	1	3967329	634	US	2010			
might take a hit	1	3967329	850	US	2010			
baby	1	3967329	61	US	2010			
disappeared	1	5905224	1272	US	2012			
fucking	1	3179568	1669	UK	2006			
band of brothers	1	3179568	1462	UK	2006			
mate	2	3179568	2017	UK	2006	friendly greeting to someone you know		friend
fag	3	3179568	163	UK	2006	cigarette		cigarette
ok	2	3179568	93	UK	2006			
fuck	1	3179568	142	UK	2006			
cos	3	3179568	1193	UK	2006	shortened form of because		because
ok	1	3472293	735	UK	2009			
yeah	1	3472293	824	UK	2009			
slide	1	3472293	965	UK	2009			
right in the head	1	3472293	356	UK	2009			
bollocks	2	3472293	327	UK	2009	rubbish, nonsense	https://greensdictofslang.com/entry/ysqlk3i	nonsense
monkey	1	3670999	266	UK	2010			
the bumps	2	3670999	134	UK	2010			
'arris	1	3670999	166	UK	2010			
posh	1	3670999	1223	UK	2010			
bleeding	2	3670999	1534	UK	2010			
smacked me	1	3670999	1237	UK	2010			
nutters	3	3670999	428	UK	2010	people who are mad, not sane		insane
fucking	1	3670999	1294	UK	2010			
hugged	1	5778643	1912	UK	2013			
knocked out	1	5778643	1364	UK	2013			
all about	1	5778643	774	UK	2013			
wave after wave	1	5778643	748	UK	2013			
mates	2	5778643	1306	UK	2013	friends, comrades		friends
revolution	1	5778643	1205	UK	2013			
turned out	1	5778643	294	UK	2013			
mates	1	5778643	1678	UK	2013			
fucking	1	6224678	909	UK	2014			
fucking	1	6224678	1219	UK	2014			
blacken your… character	1	6224678	848	UK	2014			
real	1	6224678	853	UK	2014			
stinking	2	6224678	1357	UK	2014			
a bite	1	6224678	1272	UK	2014			
skinheads	2	6224678	661	UK	2014	a movement from the nineteen seventies often associated with racism		skinhead
swing	1	4744540	1734	US	2012			
two matzo balls	1	5905224	2	US	2012			
gonna	1	54446	1884	US	2000			
cleaning girl	1	3151540	371	US	2007			
hey	1	3967329	582	US	2010			
run this place	1	3967329	2172	US	2010			
hang	1	54446	1626	US	2000			
proposal	1	5905224	1323	US	2012			
works	1	3151540	163	US	2007			
ceremony	1	5905224	1694	US	2012			
hit	2	3967329	1968	US	2010	an excessive financial expenditure that is typically unavoidable	https://www.urbandictionary.com/define.php?term=taking+hits	loss
deal	1	5905224	883	US	2012			
destroyed	1	3967329	1716	US	2010			
polish	2	3967329	1153	US	2010	to render finished, refined, or elegant		clean up
commercialized	1	54446	68	US	2000			
face with a view	1	3967329	2330	US	2010			
gotta	1	3151540	277	US	2007			
drunk	1	4744540	1066	US	2012			
bailed out	1	3967329	1964	US	2010			
okay	1	4744540	1479	US	2012			
hurted	1	5905224	1823	US	2012			
stop the bleeding	1	3967329	1603	US	2010			
whine	2	3967329	2074	US	2010	to snivel or complain in a peevish, self-pitying way		complain
slept	1	54446	1650	US	2000			
back	1	54446	409	US	2000			
fucking	2	54446	1631	US	2000	a fucking transitional adjective, so fucking often used in fucking modern english that it should become a fucking part of speech.	https://www.urbandictionary.com/define.php?term=fucking&page=2	damn
hell	1	5905224	660	US	2012			
threat	1	3151540	1106	US	2007			
not even me	1	3151540	1811	US	2007			
shit	2	3151540	145	US	2007	stuff or things		stuff
swaps	1	3967329	1759	US	2010			
dig around	1	3967329	1169	US	2010			
fellas	2	4744540	921	US	2012	"""something"" or ""anything"""	https://www.urbandictionary.com/define.php?term=shit	things
going on	1	54446	743	US	2000			
find	1	3151540	1895	US	2007			
dude	1	5905224	1017	US	2012			
shape	1	3967329	1685	US	2010			
yeah	1	3967329	1186	US	2010			
playing	1	3967329	2152	US	2010			
chicks	3	4744540	510	US	2012	girls or women.	https://www.urbandictionary.com/define.php?term=chick	ladies
